Name,Lat,Lon,tp_probb,tp_probn,tp_proba
GERANG GERUNG,-36.399,141.879,32.302417755127,32.7953720092773,34.9022102355957
GERANIUM,-35.38,140.159,33.0684432983398,31.8435859680176,35.0879707336426
GHURKA,-28.258,114.603,23.4185180664062,32.5104331970215,44.0710487365723
GIBB RIVER,-16.42,126.441,33.8604125976562,32.2872657775879,33.8523216247559
GIBB ROCK,-32.134,119.026,26.6023368835449,32.5038299560547,40.8938369750977
GIDGEGANNUP,-31.791,116.198,28.7937126159668,32.4838600158691,38.7224273681641
GIFFARD,-38.424,147.085,32.8386840820312,32.8414878845215,34.3198280334473
GILBERTON,-19.26,143.683,33.1987571716309,32.8926582336426,33.9085845947266
GILES METEOROLOGICAL OFFICE,-25.034,128.301,30.4230213165283,31.088716506958,38.4882621765137
GILGANDRA (CHELMSFORD AVE),-31.706,148.663,29.619930267334,30.9357166290283,39.4443550109863
GILGANDRA (WALLUMBURRAWANG),-31.562,148.955,29.619930267334,30.9357166290283,39.4443550109863
GINDALBIE,-30.282,121.761,18.4192886352539,30.912691116333,50.6680183410645
GINGIN,-31.347,115.903,28.7937126159668,32.4838600158691,38.7224273681641
GINGIN AERO,-31.463,115.864,28.7937126159668,32.4838600158691,38.7224273681641
GIRRALONG,-30.566,152.653,32.640193939209,34.3837013244629,32.9761047363281
GIRRAWEEN NAT PARK,-28.833,151.933,29.904541015625,33.3644332885742,36.7310256958008
GLADFIELD HOPEFIELD ESTATE,-36.041,143.94,31.8324432373047,32.1369018554688,36.0306587219238
GLADSTONE,-33.271,138.357,29.5622119903564,33.5639190673828,36.8738670349121
GLADSTONE AIRPORT,-23.87,151.221,30.6424179077148,34.6714859008789,34.6860961914062
GLADSTONE RADAR,-23.855,151.263,30.6424179077148,34.6714859008789,34.6860961914062
GLAMOFF,-30.106,117.36,24.7319355010986,31.1648578643799,44.1032066345215
GLEN ELGIN (GLENBROOK),-29.558,152.139,29.7122745513916,33.2651596069336,37.0225677490234
GLEN HARDING,-18.253,145.127,30.291051864624,33.0661010742188,36.6428489685059
GLEN INNES AG RESEARCH STN,-29.695,151.694,29.7122745513916,33.2651596069336,37.0225677490234
GLEN INNES AIRPORT AWS,-29.678,151.694,29.7122745513916,33.2651596069336,37.0225677490234
GLEN MORRISON (BRANGA PLAINS),-31.264,151.547,31.4927921295166,33.362907409668,35.1442985534668
GLEN ROYAL,-27.736,151.412,30.5867137908936,33.2469673156738,36.1663208007812
GLEN-AYLE,-25.266,122.043,26.0119667053223,31.5151138305664,42.4729194641113
GLENAVEN,-27.188,151.963,31.224292755127,33.5853004455566,35.1904067993164
GLENELG,-28.404,151.47,29.6091003417969,32.9670028686523,37.4238967895508
GLENEVA,-28.17,114.761,23.4185180664062,32.5104331970215,44.0710487365723
GLENFERRIE,-30.445,117.041,24.7319355010986,31.1648578643799,44.1032066345215
GLENHAVEN,-24.839,150.744,29.1706314086914,34.5359344482422,36.2934341430664
GLENLANDS,-23.525,150.509,30.6424179077148,34.6714859008789,34.6860961914062
GLENLYON DAM,-28.965,151.47,29.6091003417969,32.9670028686523,37.4238967895508
GLENMORE,-32.234,117.644,26.4074192047119,32.8540191650391,40.7385635375977
GLENORCHY (GLENORCHY RESERVOIR),-42.851,147.254,34.4861221313477,33.9415054321289,31.5723705291748
GLENORIE,-27.02,147.154,27.0054588317871,33.0819435119629,39.91259765625
GLENORMISTON,-22.914,138.804,33.2114448547363,32.0430145263672,34.7455444335938
GLENROSE,-33.484,117.61,27.0476169586182,33.1565971374512,39.7957878112793
GLENROY MASSIE,-28.147,151.925,29.904541015625,33.3644332885742,36.7310256958008
GLOUCESTER (UPPER BOWMAN),-31.951,151.793,31.4927921295166,33.362907409668,35.1442985534668
GLUEPOT RESERVE (GLUEPOT),-33.762,140.125,31.5434322357178,33.7348976135254,34.7216720581055
GNOWANGERUP,-33.937,118.008,27.0476169586182,33.1565971374512,39.7957878112793
GODFREYS CREEK (TAROONA),-34.157,148.686,32.7662963867188,29.0440559387207,38.1896476745605
GOLDEN VALLEY (BRODIES ROAD),-41.631,146.7,33.2666893005371,34.9785614013672,31.7547492980957
GOLSPIE (AYRSTON),-34.279,149.665,30.2677421569824,31.7085781097412,38.0236778259277
GONYELINKA,-24.813,150.22,29.3636512756348,33.0682144165039,37.5681343078613
GOODLANDS,-30.061,117.142,24.7319355010986,31.1648578643799,44.1032066345215
GOOLMA (BROOKLYN),-32.495,149.27,31.1629676818848,29.9176940917969,38.9193382263184
GOOLWA BARRAGE,-35.53,138.805,31.9518566131592,33.4486274719238,34.5995178222656
GOOLWA COUNCIL DEPOT,-35.499,138.764,31.9518566131592,33.4486274719238,34.5995178222656
GOOMBOORIAN WEBSTER RD,-26.064,152.774,33.2023010253906,32.4151916503906,34.3825035095215
GOONGERAH,-37.34,148.712,31.7309646606445,31.6323871612549,36.636646270752
GOOVIGEN POST OFFICE,-24.147,150.286,29.3636512756348,33.0682144165039,37.5681343078613
GOROKE (POST OFFICE),-36.718,141.473,33.3319892883301,31.709545135498,34.9584655761719
GORYA VALLEY,-33.037,121.664,32.277702331543,32.641975402832,35.080322265625
GOSNELLS CITY,-32.049,115.984,31.3476238250732,34.5436134338379,34.1087646484375
GOULBURN (HILLWOOD),-34.56,149.738,30.2677421569824,31.7085781097412,38.0236778259277
GOULBURN (POMEROY),-34.652,149.503,30.2677421569824,31.7085781097412,38.0236778259277
GOULBURN (SPRINGFIELD),-34.904,149.67,30.2677421569824,31.7085781097412,38.0236778259277
GOULBURN AIRPORT AWS,-34.809,149.731,30.2677421569824,31.7085781097412,38.0236778259277
GOULBURN TAFE,-34.75,149.703,30.2677421569824,31.7085781097412,38.0236778259277
GRACEMERE RUSSELL ST,-23.439,150.455,30.7662220001221,32.8354034423828,36.3983726501465
GRAFTON SOUTH (SOUTH GRAFTON (YEERONG)),-29.737,152.785,31.6598644256592,34.32568359375,34.0144500732422
GRAHAM ROCK,-32.54,119.112,26.6023368835449,32.5038299560547,40.8938369750977
GRASS VALLEY,-31.636,116.796,26.8949317932129,31.3789386749268,41.726131439209
GREAT WESTERN (SEPPELT),-37.185,142.855,32.0833892822266,32.8116111755371,35.1049995422363
GREEN CAPE AWS,-37.262,150.05,30.4071197509766,32.4192199707031,37.1736602783203
GREEN GROVE,-29.549,115.069,24.8623542785645,33.2834205627441,41.8542251586914
GREEN HILLS,-18.456,143.299,35.4633522033691,30.3347396850586,34.2019081115723
GREEN PIGEON (MORNING VIEW),-28.474,153.086,32.1032104492188,33.8209266662598,34.0758628845215
GREENBUSHES,-33.84,116.057,33.045654296875,34.4276580810547,32.5266876220703
GREENHAVEN,-17.588,145.6,30.8173274993896,33.2734527587891,35.9092216491699
GREENOCK,-34.458,138.928,30.9613094329834,34.2044410705566,34.8342514038086
GREENWELL POINT BOWLING CLUB,-34.916,150.731,29.9484767913818,32.5022964477539,37.5492286682129
GREGORY SPRINGS STATION,-19.704,144.378,33.1987571716309,32.8926582336426,33.9085845947266
GRENFELL (COROWOOD),-33.946,148.078,26.6953620910645,32.0119171142578,41.2927207946777
GRENFELL (QUONDONG RD),-33.903,148.172,26.6953620910645,32.0119171142578,41.2927207946777
GRIFFITH AIRPORT AWS,-34.249,146.07,25.2544116973877,32.7655487060547,41.980037689209
GRONG GRONG (JUNEE ST),-34.74,146.775,24.449348449707,32.8747596740723,42.6758918762207
GROOTE EYLANDT AIRPORT AWS,-13.975,136.463,32.7857208251953,33.4541015625,33.7601776123047
GUE,-21.967,144.333,32.3321571350098,31.7741680145264,35.8936729431152
GULGONG POST OFFICE,-32.363,149.533,30.5734615325928,29.4150466918945,40.0114936828613
GULNARE,-33.456,138.444,29.5622119903564,33.5639190673828,36.8738670349121
GUMBARDO,-26.111,144.873,27.6519737243652,33.708568572998,38.6394577026367
GUNBAR (KELSEY),-34.153,145.14,28.301477432251,33.2291831970215,38.4693412780762
GUNBAR (KELVIN GROVE),-33.987,145.39,27.8141136169434,32.7729530334473,39.4129333496094
GUNBOWER GEE TEE STUD,-35.966,144.371,31.8733825683594,31.9172229766846,36.2093963623047
GUNDAGAI (NANGUS RD),-35.048,148.108,31.1770687103271,33.1073532104492,35.7155799865723
GUNNEDAH POOL,-30.984,150.254,28.7781867980957,31.6109943389893,39.6108207702637
GUNNEDAH RESOURCE CENTRE,-31.026,150.269,28.6440277099609,31.7486152648926,39.6073570251465
GUNNEWIN,-25.985,148.557,28.1755065917969,34.2510757446289,37.5734176635742
GUNNING RURAL SUPPLIES,-34.782,149.268,32.7662963867188,29.0440559387207,38.1896476745605
GUYRA HOSPITAL,-30.213,151.679,30.1517944335938,33.1021766662598,36.7460289001465
GUYRA POST OFFICE,-30.22,151.671,30.1517944335938,33.1021766662598,36.7460289001465
GWABEGAR POST OFFICE,-30.609,148.972,28.2588691711426,31.5140743255615,40.2270584106445
GYMPIE,-26.183,152.641,33.2023010253906,32.4151916503906,34.3825035095215
HAGLEY (FAIRBANK),-41.552,146.899,33.2666893005371,34.9785614013672,31.7547492980957
HAHNDORF,-35.03,138.815,31.9518566131592,33.4486274719238,34.5995178222656
HAKEA,-30.099,116.234,27.3284282684326,31.5958805084229,41.0756912231445
HALIFAX MACROSSAN ST,-18.578,146.285,32.7443580627441,33.5686950683594,33.6869468688965
HALLETT,-33.411,138.894,30.6083793640137,34.3498992919922,35.0417213439941
HALLETT (LORRAINE),-33.46,138.748,30.6083793640137,34.3498992919922,35.0417213439941
HALLS GAP (POST OFFICE),-37.139,142.52,32.0833892822266,32.8116111755371,35.1049995422363
HAMILTON AIRPORT,-37.649,142.064,32.8670616149902,32.4074897766113,34.7254524230957
HAMILTON ISLAND AIRPORT,-20.353,148.951,30.6139068603516,35.7298049926758,33.6562881469727
HANNAFORD POST OFFICE,-27.341,150.062,29.2676849365234,32.6834869384766,38.048828125
HANNAM VALE (HANNAM VALE ROAD),-31.699,152.583,33.0547103881836,33.9478073120117,32.9974822998047
HAPPY VALLEY,-31.142,116.956,26.8949317932129,31.3789386749268,41.726131439209
HAPPY VALLEY RESERVOIR,-35.061,138.565,31.9518566131592,33.4486274719238,34.5995178222656
HAREWOOD,-26.919,150.472,29.0852527618408,33.4547386169434,37.4600105285645
HARGRAVES (EDGE HILL),-32.894,149.38,31.1629676818848,29.9176940917969,38.9193382263184
HARROGATE,-34.93,139.014,30.9613094329834,34.2044410705566,34.8342514038086
HARTLEY (PINE HILL),-35.18,139.024,31.9518566131592,33.4486274719238,34.5995178222656
HARTWOOD,-32.423,118.2,26.4074192047119,32.8540191650391,40.7385635375977
HARTZ MOUNTAIN (KEOGHS PIMPLE),-43.202,146.767,34.6072425842285,32.1731033325195,33.219654083252
HARWELL,-39.918,143.925,32.9260711669922,33.9147109985352,33.1592178344727
HARWOOD ISLAND (HARWOOD SUGAR MILL),-29.423,153.253,31.6598644256592,34.32568359375,34.0144500732422
HASTINGS CHALET,-43.414,146.873,34.6072425842285,32.1731033325195,33.219654083252
HATFIELD (BENILKIE),-33.727,144.018,30.6184234619141,32.8521919250488,36.5293846130371
HAVELOCK,-26.076,147.904,28.0188045501709,33.2768478393555,38.7043495178223
HAWKER,-31.885,138.435,29.6740589141846,32.6470642089844,37.6788787841797
HAWKER (HOLOWILENA),-31.878,138.837,30.2788581848145,32.7340545654297,36.9870872497559
HAWKER (WARCOWIE),-31.775,138.653,30.2788581848145,32.7340545654297,36.9870872497559
HAWKER (WILSON),-31.988,138.342,29.6740589141846,32.6470642089844,37.6788787841797
HAWKESDALE (POST OFFICE),-38.106,142.321,33.6540107727051,32.7074508666992,33.6385383605957
HAWKINS CREEK,-18.586,146.073,32.7443580627441,33.5686950683594,33.6869468688965
HAY (BEDARBIDGAL),-34.64,145.155,28.301477432251,33.2291831970215,38.4693412780762
HAZELDEAN,-24.022,150.961,29.1706314086914,34.5359344482422,36.2934341430664
HAZELMERE,-15.389,145.036,28.0905380249023,32.2304801940918,39.6789817810059
HEATHFIELD WORKS DEPOT,-35.027,138.713,31.9518566131592,33.4486274719238,34.5995178222656
HENTY POST OFFICE,-35.517,147.034,28.5586967468262,33.5217971801758,37.919506072998
HEREWARD,-27.186,151.142,30.5867137908936,33.2469673156738,36.1663208007812
HERMIDALE TANK,-31.563,146.718,30.3618907928467,31.1392574310303,38.498851776123
HERVEY BAY AIRPORT,-25.32,152.884,34.0610694885254,32.3957977294922,33.5431327819824
HIGHFIELDS,-28.601,115.939,21.4830379486084,30.3257732391357,48.1911888122559
HILL END POST OFFICE,-33.036,149.415,30.6172542572021,30.9080352783203,38.4747085571289
HILL SPRINGS,-24.306,114.5,19.3744106292725,31.0455722808838,49.5800170898438
HILLCROFT,-32.347,116.855,29.4661769866943,33.7535362243652,36.7802886962891
HILLGROVE STATION,-19.635,145.789,34.415584564209,32.7203521728516,32.8640632629395
HILLSTON ( ALDINGA),-33.348,145.87,25.8652248382568,32.602840423584,41.5319328308105
HILLSTON AIRPORT,-33.492,145.525,25.8652248382568,32.602840423584,41.5319328308105
HILLVIEW,-24.733,151.433,29.1706314086914,34.5359344482422,36.2934341430664
HILLVIEW STATION,-21.044,144.099,32.3321571350098,31.7741680145264,35.8936729431152
HILLWOOD (HILLWOOD STRAWBERRY FARM),-41.246,147.006,33.2666893005371,34.9785614013672,31.7547492980957
HINES HILL,-31.532,118.099,24.7639122009277,30.5539207458496,44.6821670532227
HOBART (ELLERSLIE ROAD),-42.89,147.328,34.4861221313477,33.9415054321289,31.5723705291748
HOBART (STRICKLAND RESERVE),-42.903,147.267,34.4861221313477,33.9415054321289,31.5723705291748
HOBART (TURNIP FIELDS),-42.914,147.274,34.4861221313477,33.9415054321289,31.5723705291748
HOBART (WATERWORKS RESERVE),-42.909,147.292,34.4861221313477,33.9415054321289,31.5723705291748
HOBART AIRPORT,-42.839,147.499,34.4861221313477,33.9415054321289,31.5723705291748
HOLLISDALE (PAPPINBARRA RD),-31.392,152.538,33.0547103881836,33.9478073120117,32.9974822998047
HOLT ROCK,-32.674,119.414,26.6023368835449,32.5038299560547,40.8938369750977
HOLTS FLAT (BELLEVUE),-36.597,149.297,32.8492279052734,31.9614105224609,35.1893615722656
HOME HILL POST OFFICE,-19.667,147.415,32.4280776977539,34.3585433959961,33.21337890625
HOPETOUN,-33.95,120.126,28.6594676971436,34.1895065307617,37.1510238647461
HOPETOUN NORTH,-33.931,120.128,28.6594676971436,34.1895065307617,37.1510238647461
HORDERN VALE,-38.755,143.51,33.2562522888184,32.998893737793,33.7448539733887
HORN ISLAND,-10.584,142.29,34.4282608032227,34.5240364074707,31.0477027893066
HORSHAM,-36.702,142.202,32.302417755127,32.7953720092773,34.9022102355957
HORSHAM AERODROME,-36.67,142.173,32.302417755127,32.7953720092773,34.9022102355957
HUDDLESTON (WILLOW PONDS),-33.327,138.317,29.5622119903564,33.5639190673828,36.8738670349121
HUME RESERVOIR,-36.104,147.033,29.9807891845703,34.3145942687988,35.7046165466309
HUNGERFORD,-28.997,144.409,28.0260181427002,33.2386932373047,38.7352867126465
HUNTER SPRINGS (WONDECLA),-31.863,151.44,30.2942371368408,32.8465576171875,36.859203338623
HUNTERS HILL,-36.214,147.539,33.601863861084,30.8243656158447,35.5737686157227
HUNTLY,-32.624,116.06,31.3476238250732,34.5436134338379,34.1087646484375
HYDEN,-32.442,118.898,26.6023368835449,32.5038299560547,40.8938369750977
HYDEN NORTH,-32.334,118.849,26.6023368835449,32.5038299560547,40.8938369750977
I DUNNO,-32.861,121.708,25.5637435913086,34.9689979553223,39.4672584533691
IMBIL POST OFFICE,-26.459,152.676,33.2023010253906,32.4151916503906,34.3825035095215
INDARRIE,-30.672,116.308,27.3284282684326,31.5958805084229,41.0756912231445
INDIGO,-36.096,146.601,29.9807891845703,34.3145942687988,35.7046165466309
INGHAM COMPOSITE,-18.649,146.177,32.7443580627441,33.5686950683594,33.6869468688965
INGLEWOOD (POST OFFICE),-36.577,143.868,31.8324432373047,32.1369018554688,36.0306587219238
INJUNE POST OFFICE,-25.843,148.567,28.1755065917969,34.2510757446289,37.5734176635742
INNISFAIL,-17.525,146.035,30.8173274993896,33.2734527587891,35.9092216491699
INNOT HOT SPRINGS TOWNSHIP,-17.67,145.241,28.7867984771729,32.4314041137695,38.7817993164062
INVERELL (RAGLAN ST),-29.78,151.112,29.3113136291504,32.3121604919434,38.3765258789062
INVERELL (WANDERA),-29.675,151.153,29.3113136291504,32.3121604919434,38.3765258789062
INVERELL RESEARCH CENTRE,-29.775,151.082,29.3113136291504,32.3121604919434,38.3765258789062
IRVINEBANK,-17.427,145.201,28.7867984771729,32.4314041137695,38.7817993164062
IRWIN HOUSE,-29.224,115.108,24.8623542785645,33.2834205627441,41.8542251586914
IRYMPLE (ARLINGTON),-34.226,142.151,31.2114925384521,34.1376876831055,34.650821685791
ISISFORD POST OFFICE,-24.259,144.441,29.621976852417,35.2381782531738,35.1398429870605
ISSEKA,-28.429,114.654,23.4185180664062,32.5104331970215,44.0710487365723
IVANHOE (BERANGABAH),-32.389,144.746,28.0733470916748,32.9069213867188,39.0197296142578
JACKSON COMMUNITY POSTAL AGENCY,-26.644,149.628,29.0852527618408,33.4547386169434,37.4600105285645
JACUP,-33.888,119.109,26.080638885498,33.2867164611816,40.6326446533203
JALNA,-32.379,116.826,29.4661769866943,33.7535362243652,36.7802886962891
JAMBIN POST OFFICE,-24.196,150.371,29.3636512756348,33.0682144165039,37.5681343078613
JAMESTOWN,-33.204,138.606,30.6083793640137,34.3498992919922,35.0417213439941
JAMESTOWN DPI,-33.203,138.602,30.6083793640137,34.3498992919922,35.0417213439941
JANDAKOT AERO,-32.101,115.879,31.3476238250732,34.5436134338379,34.1087646484375
JANDOWAE POST OFFICE,-26.78,151.111,30.2062911987305,33.765453338623,36.0282554626465
JAPOONVALE WARRAKIN RD,-17.721,145.922,30.8173274993896,33.2734527587891,35.9092216491699
JAROMA,-31.771,117.143,26.8949317932129,31.3789386749268,41.726131439209
JARRAHDALE,-32.334,116.076,31.3476238250732,34.5436134338379,34.1087646484375
JARRAHWOOD,-33.796,115.666,33.045654296875,34.4276580810547,32.5266876220703
JERICHO (BOWSDEN),-42.396,147.304,34.4861221313477,33.9415054321289,31.5723705291748
JERILDERIE TREATMENT WORKS,-35.348,145.726,29.3487930297852,34.2098960876465,36.4413146972656
JERRAMUNGUP,-33.941,118.92,26.080638885498,33.2867164611816,40.6326446533203
JERVOIS,-22.95,136.144,32.5996589660645,32.9443702697754,34.4559707641602
JIMEAL MONOGORILBY,-26.034,151.06,30.2062911987305,33.765453338623,36.0282554626465
JOCHMUS,-22.302,145.99,30.0526809692383,31.7342262268066,38.2130928039551
JONDARYAN POST OFFICE,-27.368,151.59,31.224292755127,33.5853004455566,35.1904067993164
JOYCES CREEK,-37.085,143.998,32.2218055725098,32.4425163269043,35.3356781005859
JUANITA,-23.847,148.108,29.1256237030029,32.2452964782715,38.6290817260742
JUNDAH POST OFFICE,-24.83,143.059,30.3845386505127,35.8596649169922,33.7557945251465
JUNEE STATION,-22.937,149.139,30.28977394104,31.9671115875244,37.7431144714355
JURIEN BAY,-30.308,115.031,26.7335472106934,32.3128089904785,40.9536437988281
KALANNIE,-30.369,117.113,24.7319355010986,31.1648578643799,44.1032066345215
KALBARRI,-27.712,114.165,24.0380992889404,33.3288536071777,42.6330451965332
KALGOORLIE-BOULDER AIRPORT,-30.785,121.453,17.5974674224854,30.3836650848389,52.0188674926758
KALPOWAR FORESTRY,-24.693,151.305,29.1706314086914,34.5359344482422,36.2934341430664
KALUMBURU,-14.296,126.645,33.5601463317871,32.6057472229004,33.8341064453125
KAMILAROI STATION,-19.36,140.041,34.9878311157227,31.798942565918,33.2132263183594
KANGAROO CREEK (HAYFIELD),-29.845,152.903,31.6598644256592,34.32568359375,34.0144500732422
KANGAROO HILLS STATION,-18.933,145.67,32.7443580627441,33.5686950683594,33.6869468688965
KANIVA,-36.373,141.243,33.3319892883301,31.709545135498,34.9584655761719
KAPUNDA,-34.341,138.916,30.9613094329834,34.2044410705566,34.8342514038086
KARARA,-28.208,151.561,29.904541015625,33.3644332885742,36.7310256958008
KARAWA,-30.145,116.384,27.3284282684326,31.5958805084229,41.0756912231445
KARCULTABY,-32.736,134.971,26.9610633850098,32.8844375610352,40.1544990539551
KARMOO,-23.081,147.379,29.36842918396,32.4189453125,38.2126235961914
KARNET,-32.44,116.074,31.3476238250732,34.5436134338379,34.1087646484375
KAROOLA PARK,-27.228,148.741,27.7805976867676,32.8094596862793,39.4099426269531
KAROONDA,-35.09,139.897,33.0684432983398,31.8435859680176,35.0879707336426
KARRATHA AERO,-20.71,116.774,26.5174655914307,30.6891574859619,42.7933769226074
KATANNING,-33.686,117.606,27.0476169586182,33.1565971374512,39.7957878112793
KEITH,-36.098,140.356,33.646411895752,31.754919052124,34.5986671447754
KELLERBERRIN,-31.618,117.722,24.7639122009277,30.5539207458496,44.6821670532227
KENDENUP,-34.488,117.628,29.0727138519287,32.7172050476074,38.2100791931152
KENEBRI (CUMBIL),-30.805,149.124,28.2588691711426,31.5140743255615,40.2270584106445
KENEBRI (ELLERSLIE),-30.766,148.999,28.2588691711426,31.5140743255615,40.2270584106445
KENILWORTH,-27.413,147.431,27.0054588317871,33.0819435119629,39.91259765625
KENILWORTH TOWNSHIP,-26.594,152.724,33.2023010253906,32.4151916503906,34.3825035095215
KERANG,-35.724,143.92,31.8733825683594,31.9172229766846,36.2093963623047
KERANG (MERAN DOWNS),-35.867,143.801,31.8733825683594,31.9172229766846,36.2093963623047
KERANG MODEL FARM,-35.718,143.911,31.8733825683594,31.9172229766846,36.2093963623047
KEYNETON,-34.557,139.134,30.9613094329834,34.2044410705566,34.8342514038086
KHANCOBAN AWS,-36.23,148.141,33.601863861084,30.8243656158447,35.5737686157227
KILLARA,-26.284,151.19,30.2062911987305,33.765453338623,36.0282554626465
KILLARNEY POST OFFICE,-28.334,152.295,29.904541015625,33.3644332885742,36.7310256958008
KIMBA,-33.139,136.421,29.7917747497559,34.1963233947754,36.0119018554688
KIMBA (CURTINYE),-33.186,136.559,30.8226451873779,32.8415451049805,36.3358116149902
KINCORA,-26.631,147.884,28.0188045501709,33.2768478393555,38.7043495178223
KING ISLAND AIRPORT,-39.88,143.883,32.9260711669922,33.9147109985352,33.1592178344727
KING ROCKS,-32.289,119.136,26.6023368835449,32.5038299560547,40.8938369750977
KINGS PLAINS (CROYE),-29.638,151.406,29.3113136291504,32.3121604919434,38.3765258789062
KINGSCOTE,-35.657,137.636,31.8728084564209,32.5230903625488,35.6041030883789
KINGSCOTE AERO,-35.711,137.523,31.8728084564209,32.5230903625488,35.6041030883789
KINGSTON SE,-36.829,139.852,33.646411895752,31.754919052124,34.5986671447754
KINNOUL,-25.675,149.633,28.8276214599609,34.7255783081055,36.4468002319336
KITLANE,-31.795,118.395,24.7639122009277,30.5539207458496,44.6821670532227
KNOWSLEY,-36.811,144.619,31.4971542358398,32.4115295410156,36.0913162231445
KOJONOLOKAN HILLS,-33.498,117.313,31.6556568145752,34.6339797973633,33.7103614807129
KOJONUP,-33.838,117.151,31.6556568145752,34.6339797973633,33.7103614807129
KOKARDINE,-30.701,117.061,24.7319355010986,31.1648578643799,44.1032066345215
KOKATHA,-31.261,135.237,25.0066032409668,33.1750221252441,41.8183746337891
KONDUT,-30.709,116.774,24.7319355010986,31.1648578643799,44.1032066345215
KONNONGORRING,-31.06,116.732,26.8949317932129,31.3789386749268,41.726131439209
KOOLUNGA,-33.587,138.334,29.5622119903564,33.5639190673828,36.8738670349121
KOONAMORE,-32.065,139.382,31.7082290649414,32.6338119506836,35.657958984375
KOONWARRA (LEONGATHA SOUTH),-38.527,145.924,32.4148979187012,33.5308876037598,34.0542144775391
KOORDA,-30.825,117.483,24.7319355010986,31.1648578643799,44.1032066345215
KOORNALLA TRARALGON CK RD,-38.323,146.532,32.8386840820312,32.8414878845215,34.3198280334473
KORONG VALE (BURNBANK),-36.322,143.734,31.8324432373047,32.1369018554688,36.0306587219238
KORUMBURRA,-38.435,145.818,32.4148979187012,33.5308876037598,34.0542144775391
KOTTA,-36.223,144.537,31.4971542358398,32.4115295410156,36.0913162231445
KOWANYAMA AIRPORT,-15.484,141.748,34.0306701660156,31.9424114227295,34.0269203186035
KRAMBACH (TIPPERARY),-32.064,152.124,32.0371704101562,33.4203796386719,34.5424499511719
KRAMBACH POST OFFICE,-32.051,152.26,32.0371704101562,33.4203796386719,34.5424499511719
KUITPO FOREST RESERVE,-35.171,138.678,31.9518566131592,33.4486274719238,34.5995178222656
KUKERIN,-33.189,118.084,27.0476169586182,33.1565971374512,39.7957878112793
KULGERA,-25.843,133.302,31.0412464141846,31.7135925292969,37.2451629638672
KULIN,-32.672,118.155,26.4074192047119,32.8540191650391,40.7385635375977
KULKAMI,-35.153,140.288,33.0684432983398,31.8435859680176,35.0879707336426
KUMBIA POST OFFICE,-26.689,151.655,31.0349273681641,33.6288871765137,35.3361892700195
KUNUNOPPIN,-31.113,117.919,24.7639122009277,30.5539207458496,44.6821670532227
KUNUNURRA AERO,-15.781,128.71,34.3091773986816,31.3191165924072,34.3717079162598
KURANDA,-33.674,116.648,31.6556568145752,34.6339797973633,33.7103614807129
KURANDA RAILWAY STATION,-16.818,145.638,28.7778778076172,32.4632225036621,38.7588996887207
KURRAJONG,-22.622,147.659,29.3194484710693,31.7885112762451,38.8920402526855
KYABRAM DPI,-36.337,145.062,31.4971542358398,32.4115295410156,36.0913162231445
KYANCUTTA,-33.133,135.555,29.7917747497559,34.1963233947754,36.0119018554688
LA PALMA,-25.386,149.784,28.8276214599609,34.7255783081055,36.4468002319336
LACKRANA (FERN HILL),-40.156,148.185,33.1609497070312,32.8310127258301,34.0080375671387
LACMALAC (FEDERAL PARK),-35.345,148.384,31.1770687103271,33.1073532104492,35.7155799865723
LADY ELLIOT ISLAND,-24.112,152.716,34.8144378662109,32.4796905517578,32.7058715820312
LAKE BOGA,-35.46,143.629,31.8733825683594,31.9172229766846,36.2093963623047
LAKE BOLAC (POST OFFICE),-37.711,142.839,32.0833892822266,32.8116111755371,35.1049995422363
LAKE BUFFALO,-36.713,146.672,29.9807891845703,34.3145942687988,35.7046165466309
LAKE CAMM,-32.927,119.578,27.6413478851318,34.1780548095703,38.1805953979492
LAKE CARGELLIGO AIRPORT,-33.283,146.371,25.8652248382568,32.602840423584,41.5319328308105
LAKE CARMODY,-32.444,119.344,26.6023368835449,32.5038299560547,40.8938369750977
LAKE ECHO POWER STATION,-42.255,146.619,34.4861221313477,33.9415054321289,31.5723705291748
LAKE EILDON,-37.231,145.912,31.8574600219727,34.1110649108887,34.0314750671387
LAKE FLANNIGAN,-39.615,143.967,32.9260711669922,33.9147109985352,33.1592178344727
LAKE GRACE,-33.101,118.465,27.0476169586182,33.1565971374512,39.7957878112793
LAKE LEAKE (ELIZABETH RIVER),-42.007,147.798,33.8909339904785,32.7455520629883,33.3635139465332
LAKE LEAKE (KOOEEYONG),-37.605,140.579,33.6769599914551,31.778003692627,34.545036315918
LAKE MARGARET DAM,-41.994,145.571,32.9836730957031,34.2250900268555,32.7912368774414
LAKE MARGARET POWER STATION,-42.006,145.542,34.0760879516602,33.4890518188477,32.4348602294922
LAKE NAMEN,-30.893,115.579,27.3284282684326,31.5958805084229,41.0756912231445
LAKE ST CLAIR NATIONAL PARK,-42.118,146.177,34.0760879516602,33.4890518188477,32.4348602294922
LAKE TYERS,-37.853,148.064,33.6546325683594,31.2593860626221,35.0859832763672
LAKE VICTORIA STORAGE,-34.04,141.265,31.6636161804199,33.4192314147949,34.9171485900879
LAMEROO (ARTLARINGA),-35.396,140.599,32.3545608520508,32.400806427002,35.2446327209473
LANARK,-26.383,151.192,30.2062911987305,33.765453338623,36.0282554626465
LANCELIN,-31.016,115.33,28.4251346588135,32.8634796142578,38.7113876342773
